0 0.00065725 0
0.20002 0.000664686 -3.37133e-06
0.40004 0.000685392 -7.6443e-06
0.600061 0.000723066 -1.15617e-05
0.800081 0.000782824 -1.66948e-05
1.0001 0.000876881 -2.39061e-05
1.20012 0.00102828 -3.33976e-05
1.40014 0.00129051 -4.92669e-05
1.60016 0.00182738 -7.97586e-05
1.80018 0.0034621 -0.000170646
2.0002 50.0007 -2.48966
2.20022 -0.00313254 0.000188686
2.40024 -0.0014947 9.79027e-05
2.60026 -0.000953009 6.74272e-05
2.80028 -0.000684965 5.20075e-05
3.0003 -0.000526586 4.3127e-05
3.20032 -0.000421627 3.64252e-05
3.40034 -0.000347732 3.18108e-05
3.60036 -0.00029396 2.88023e-05
3.80038 -0.000252523 2.59989e-05
4.0004 -0.000219241 2.3958e-05
4.20042 -0.000193216 2.21099e-05
4.40044 -0.000171443 2.03046e-05
4.60046 -0.000153069 1.96475e-05
4.80048 -0.000138426 1.81099e-05
5.0005 -0.000125502 1.68386e-05
5.20052 -0.000114074 1.64283e-05
5.40054 -0.000103985 1.56901e-05
5.60056 -9.62872e-05 1.44215e-05
5.80058 -8.83424e-05 1.33805e-05
6.00061 -8.28379e-05 1.3371e-05
6.20063 -7.60207e-05 1.33967e-05
6.40065 -7.1157e-05 1.25323e-05
6.60067 -6.63209e-05 1.14205e-05
6.80069 -6.20857e-05 1.10766e-05
7.00071 -5.85048e-05 1.15632e-05
7.20073 -5.54043e-05 1.03801e-05
7.40075 -5.21157e-05 1.02445e-05
7.60077 -4.87771e-05 1.0061e-05
7.80079 -4.65824e-05 9.8556e-06
8.00081 -4.39606e-05 9.76673e-06
8.20083 -4.13645e-05 8.99271e-06
8.40085 -3.96811e-05 8.88292e-06
8.60087 -3.72252e-05 8.88121e-06
8.80089 -3.6191e-05 8.96637e-06
9.00091 -3.38765e-05 8.15608e-06
9.20093 -3.27085e-05 8.42002e-06
9.40095 -3.08598e-05 8.11726e-06
9.60097 -3.00458e-05 7.37176e-06
9.80099 -2.86507e-05 7.03353e-06
10.001 -2.80488e-05 7.67467e-06
10.201 -2.57373e-05 7.58383e-06
10.401 -2.49293e-05 7.12963e-06
10.6011 -2.41876e-05 6.67215e-06
10.8011 -2.32744e-05 6.87967e-06
11.0011 -2.26258e-05 6.62087e-06
11.2011 -2.21548e-05 6.06456e-06
11.4011 -2.11046e-05 6.2487e-06
11.6012 -2.02901e-05 6.55454e-06
11.8012 -1.94322e-05 5.90743e-06
12.0012 -1.91919e-05 6.21557e-06
12.2012 -1.84596e-05 6.0324e-06
12.4013 -1.75141e-05 5.90418e-06
12.6013 -1.68882e-05 5.96015e-06
12.8013 -1.67768e-05 6.43832e-06
13.0013 -1.61945e-05 5.6951e-06
13.2013 -1.49692e-05 5.65062e-06
13.4014 -1.45922e-05 5.46831e-06
13.6014 -1.46822e-05 4.91324e-06
13.8014 -1.40713e-05 5.07369e-06
14.0014 -1.39453e-05 5.63456e-06
14.2014 -1.24853e-05 5.4205e-06
14.4015 -1.29466e-05 4.95069e-06
14.6015 -1.2516e-05 4.56813e-06
14.8015 -1.23036e-05 4.67584e-06
15.0015 -1.20725e-05 4.68883e-06
15.2015 -1.17111e-05 4.05207e-06
15.4016 -1.11296e-05 4.902e-06
15.6016 -1.10197e-05 4.70863e-06
15.8016 -1.09904e-05 4.27359e-06
16.0016 -1.08577e-05 4.26083e-06
16.2016 -1.01905e-05 4.70595e-06
16.4017 -1.02244e-05 4.01652e-06
16.6017 -9.49091e-06 4.13616e-06
16.8017 -9.44897e-06 4.86087e-06
17.0017 -9.2896e-06 4.10139e-06
17.2017 -8.75357e-06 3.99041e-06
17.4018 -8.32875e-06 4.40489e-06
17.6018 -8.60912e-06 3.66882e-06
17.8018 -8.65705e-06 3.76409e-06
18.0018 -8.29805e-06 4.21375e-06
18.2018 -7.22919e-06 4.27622e-06
18.4019 -8.17402e-06 3.84459e-06
18.6019 -7.67764e-06 3.50827e-06
18.8019 -7.70608e-06 3.72091e-06
19.0019 -7.50844e-06 3.60384e-06
19.2019 -7.61633e-06 2.93644e-06
19.402 -7.02235e-06 4.00474e-06
19.602 -6.69019e-06 3.73317e-06
19.802 -6.86607e-06 3.27773e-06
20.002 -6.91545e-06 3.53217e-06
20.202 -6.53634e-06 3.8579e-06
20.4021 -6.33303e-06 3.3213e-06
20.6021 -5.748e-06 3.03724e-06
20.8021 -5.93429e-06 3.92946e-06
21.0021 -6.38648e-06 3.09761e-06
21.2021 -5.61614e-06 3.18474e-06
21.4022 -5.46309e-06 3.80376e-06
21.6022 -5.76495e-06 2.99291e-06
21.8022 -6.35701e-06 3.00874e-06
22.0022 -5.8745e-06 3.50996e-06
22.2022 -4.36826e-06 3.21711e-06
22.4023 -4.98986e-06 2.92815e-06
22.6023 -5.02233e-06 2.53538e-06
22.8023 -5.40726e-06 2.82689e-06
23.0023 -5.49992e-06 3.03646e-06
23.2023 -5.38597e-06 2.31844e-06
23.4024 -4.80026e-06 3.12437e-06
23.6024 -5.23876e-06 3.05424e-06
23.8024 -4.9777e-06 2.91939e-06
24.0024 -4.92595e-06 2.82815e-06
24.2024 -4.83145e-06 3.24424e-06
24.4025 -4.52648e-06 2.49464e-06
24.6025 -3.8966e-06 2.67333e-06
24.8025 -4.40239e-06 2.99185e-06
25.0025 -4.45232e-06 2.91003e-06
25.2025 -3.92122e-06 2.27236e-06
25.4026 -3.72204e-06 2.18259e-06
25.6026 -3.90975e-06 2.51733e-06
25.8026 -4.68583e-06 2.61144e-06
26.0026 -4.21077e-06 3.2072e-06
26.2026 -2.99607e-06 2.53419e-06
26.4027 -3.54673e-06 2.39777e-06
26.6027 -3.68885e-06 2.00582e-06
26.8027 -4.01247e-06 2.55435e-06
27.0027 -3.83022e-06 2.51365e-06
27.2027 -4.12438e-06 2.1152e-06
27.4028 -2.96857e-06 2.53072e-06
27.6028 -3.61901e-06 2.4157e-06
27.8028 -3.81655e-06 2.5602e-06
28.0028 -3.84393e-06 2.85737e-06
28.2028 -3.4389e-06 2.59306e-06
28.4029 -3.35958e-06 2.57887e-06
28.6029 -3.22086e-06 2.45511e-06
28.8029 -3.18569e-06 2.95184e-06
29.0029 -3.01881e-06 2.37749e-06
29.2029 -3.11146e-06 2.16328e-06
29.403 -2.85426e-06 2.07459e-06
29.603 -2.98808e-06 2.12715e-06
29.803 -3.6218e-06 1.9862e-06
30.003 -3.02201e-06 2.5334e-06
30.203 -1.78766e-06 2.1356e-06
30.4031 -3.21568e-06 2.2231e-06
30.6031 -2.89732e-06 1.64492e-06
30.8031 -2.75771e-06 2.10238e-06
31.0031 -3.42226e-06 2.43656e-06
31.2031 -3.2141e-06 2.06798e-06
31.4032 -2.97541e-06 2.27665e-06
31.6032 -3.27665e-06 1.7723e-06
31.8032 -3.28278e-06 2.48522e-06
32.0032 -3.19915e-06 2.11715e-06
32.2032 -2.56194e-06 1.87258e-06
32.4033 -2.68077e-06 1.75393e-06
32.6033 -2.23311e-06 1.83848e-06
32.8033 -2.10541e-06 2.29773e-06
33.0033 -2.84869e-06 2.21141e-06
33.2033 -2.22445e-06 1.92834e-06
33.4034 -2.19799e-06 1.96005e-06
33.6034 -2.72177e-06 1.55686e-06
33.8034 -2.75966e-06 1.91446e-06
34.0034 -2.44255e-06 2.39009e-06
34.2034 -1.26347e-06 1.93043e-06
34.4035 -2.10955e-06 1.71002e-06
34.6035 -2.45063e-06 1.52185e-06
34.8035 -2.2763e-06 1.55492e-06
35.0035 -2.74065e-06 2.04201e-06
35.2036 -2.56338e-06 1.55538e-06
35.4036 -2.42342e-06 1.87545e-06
35.6036 -2.29149e-06 1.61199e-06
35.8036 -2.16915e-06 1.61465e-06
36.0036 -2.53281e-06 1.94864e-06
36.2037 -2.31265e-06 1.98581e-06
36.4037 -1.77979e-06 1.92324e-06
36.6037 -2.00158e-06 1.46553e-06
36.8037 -2.08746e-06 2.02824e-06
37.0037 -2.26319e-06 1.73225e-06
37.2038 -1.9589e-06 1.62951e-06
37.4038 -1.89823e-06 1.32953e-06
37.6038 -2.11314e-06 1.29929e-06
37.8038 -2.42427e-06 1.78025e-06
38.0038 -1.87295e-06 2.15004e-06
38.2039 -1.08685e-06 1.24123e-06
38.4039 -1.81451e-06 1.3178e-06
38.6039 -1.89232e-06 1.31612e-06
38.8039 -2.03479e-06 1.85969e-06
39.0039 -1.99108e-06 1.57278e-06
39.204 -2.40588e-06 1.07193e-06
39.404 -1.85629e-06 1.57782e-06
39.604 -1.68189e-06 1.44511e-06
39.804 -1.94488e-06 1.63523e-06
40.004 -1.74256e-06 1.75367e-06
40.2041 -1.92429e-06 1.74368e-06
40.4041 -2.00044e-06 1.56057e-06
40.6041 -1.29909e-06 1.46158e-06
40.8041 -1.74675e-06 1.42933e-06
41.0041 -1.77739e-06 1.51048e-06
41.2042 -1.84054e-06 1.28814e-06
41.4042 -1.86849e-06 1.33114e-06
41.6042 -2.11234e-06 1.10288e-06
41.8042 -2.30919e-06 2.06927e-06
42.0042 -1.53584e-06 1.92892e-06
42.2043 -9.67461e-07 9.62368e-07
42.4043 -1.37517e-06 1.62431e-06
42.6043 -1.74787e-06 1.00629e-06
42.8043 -1.83512e-06 1.51478e-06
43.0043 -1.97377e-06 1.05723e-06
43.2044 -1.76505e-06 1.14982e-06
43.4044 -1.62191e-06 1.9238e-06
43.6044 -1.97867e-06 1.50659e-06
43.8044 -1.57877e-06 1.4722e-06
44.0044 -1.75749e-06 1.65934e-06
44.2045 -1.29729e-06 1.36287e-06
44.4045 -1.91794e-06 1.11355e-06
44.6045 -1.06045e-06 1.35822e-06
44.8045 -1.60063e-06 1.13728e-06
