0 1.65613 6.82208e-05 1.12126 -0.000354242
0.01 1.65564 0.000431285 1.12092 -0.000298079
0.02 1.65415 0.00152004 1.11991 -0.000129655
0.03 1.65167 0.00333319 1.11823 0.000150826
0.04 1.64819 0.00586854 1.11588 0.000543029
0.05 1.64373 0.00912306 1.11287 0.00104648
0.06 1.63828 0.0130928 1.10919 0.00166059
0.07 1.63186 0.0177731 1.10485 0.0023846
0.08 1.62445 0.0231583 1.09986 0.00321766
0.09 1.61607 0.0292419 1.09422 0.00415876
0.1 1.60673 0.0360165 1.08794 0.00520678
0.11 1.59642 0.0434742 1.08103 0.00636046
0.12 1.58516 0.0516058 1.07349 0.00761841
0.13 1.57296 0.0604017 1.06533 0.00897913
0.14 1.55982 0.0698512 1.05656 0.010441
0.15 1.54575 0.079943 1.0472 0.0120022
0.16 1.53076 0.090665 1.03725 0.013661
0.17 1.51486 0.102004 1.02672 0.0154152
0.18 1.49806 0.113947 1.01563 0.0172629
0.19 1.48037 0.126479 1.00399 0.0192018
0.2 1.46181 0.139585 0.991813 0.0212295
0.21 1.44239 0.153249 0.979112 0.0233437
0.22 1.42211 0.167455 0.965902 0.0255418
0.23 1.401 0.182186 0.952199 0.0278211
0.24 1.37907 0.197424 0.938019 0.030179
0.25 1.35633 0.21315 0.923378 0.0326125
0.26 1.3328 0.229345 0.908293 0.0351188
0.27 1.30849 0.24599 0.892781 0.0376949
0.28 1.28342 0.263065 0.87686 0.0403376
0.29 1.2576 0.280549 0.860548 0.0430438
0.3 1.23106 0.29842 0.843865 0.0458102
0.31 1.20381 0.316657 0.82683 0.0486335
0.32 1.17587 0.335239 0.809461 0.0515103
0.33 1.14726 0.354141 0.79178 0.0544371
0.34 1.11799 0.373341 0.773806 0.0574105
0.35 1.0881 0.392816 0.75556 0.0604267
0.36 1.05758 0.412542 0.737063 0.0634823
0.37 1.02648 0.432494 0.718337 0.0665735
0.38 0.9948 0.452649 0.699403 0.0696966
0.39 0.962571 0.472982 0.680282 0.0728477
0.4 0.929811 0.493467 0.660997 0.0760232
0.41 0.896543 0.514079 0.64157 0.0792192
0.42 0.862788 0.534793 0.622023 0.0824318
0.43 0.82857 0.555584 0.602378 0.0856572
0.44 0.793909 0.576426 0.582658 0.0888914
0.45 0.75883 0.597292 0.562886 0.0921305
0.46 0.723355 0.618157 0.543083 0.0953707
0.47 0.687509 0.638995 0.523274 0.0986079
0.48 0.651313 0.659781 0.50348 0.101838
0.49 0.614793 0.680487 0.483724 0.105058
0.5 0.577972 0.701088 0.464028 0.108263
0.51 0.540874 0.721559 0.444416 0.111449
0.52 0.503524 0.741872 0.424908 0.114613
0.53 0.465946 0.762004 0.405528 0.117751
0.54 0.428165 0.781928 0.386298 0.120859
0.55 0.390205 0.801618 0.367239 0.123932
0.56 0.352091 0.82105 0.348372 0.126968
0.57 0.313847 0.840199 0.32972 0.129963
0.58 0.2755 0.859041 0.311303 0.132913
0.59 0.237073 0.87755 0.293142 0.135814
0.6 0.198592 0.895702 0.275258 0.138663
0.61 0.160081 0.913475 0.25767 0.141456
0.62 0.121565 0.930845 0.240398 0.144191
0.63 0.0830697 0.947788 0.223462 0.146862
0.64 0.0446192 0.964283 0.20688 0.149468
0.65 0.00623823 0.980307 0.190671 0.152005
0.66 -0.0320484 0.99584 0.174854 0.15447
0.67 -0.0702162 1.01086 0.159444 0.15686
0.68 -0.108241 1.02534 0.14446 0.159171
