0 -1.5763 -0.00122856 -2.48284 0.00722399 0.110318 -0.0379829 -0.661284 0.185115 0.0212829 -0.930122
0.01 -1.57582 -0.00192767 -2.48209 0.00712525 0.110284 -0.0381313 -0.661086 0.185032 0.0212763 -0.929842
0.02 -1.5744 -0.00402414 -2.47986 0.00682915 0.110185 -0.0385763 -0.660492 0.184782 0.0212564 -0.929001
0.03 -1.57204 -0.00751548 -2.47614 0.00633605 0.110019 -0.0393174 -0.659502 0.184366 0.0212233 -0.927601
0.04 -1.56874 -0.0123975 -2.47094 0.00564652 0.109786 -0.0403535 -0.658118 0.183784 0.0211768 -0.925643
0.05 -1.56449 -0.0186643 -2.46426 0.00476138 0.109486 -0.0416836 -0.656341 0.183036 0.021117 -0.923126
0.06 -1.55931 -0.0263084 -2.45611 0.00368169 0.109119 -0.0433058 -0.654172 0.182124 0.0210437 -0.920054
0.07 -1.55319 -0.0353206 -2.4465 0.00240872 0.108683 -0.0452182 -0.651615 0.181047 0.0209568 -0.916427
0.08 -1.54615 -0.04569 -2.43544 0.000943983 0.10818 -0.0474183 -0.648671 0.179807 0.0208562 -0.912248
0.09 -1.53818 -0.0574043 -2.42294 -0.000710793 0.107607 -0.0499035 -0.645344 0.178405 0.0207417 -0.90752
0.1 -1.5293 -0.0704493 -2.40902 -0.00255365 0.106964 -0.0526707 -0.641637 0.176841 0.0206133 -0.902245
0.11 -1.5195 -0.0848095 -2.39368 -0.00458241 0.106251 -0.0557163 -0.637553 0.175118 0.0204707 -0.896426
0.12 -1.50881 -0.100467 -2.37696 -0.00679468 0.105466 -0.0590367 -0.633097 0.173236 0.0203137 -0.890068
0.13 -1.49721 -0.117404 -2.35885 -0.00918785 0.104608 -0.0626276 -0.628274 0.171197 0.0201421 -0.883173
0.14 -1.48473 -0.1356 -2.3394 -0.0117591 0.103677 -0.0664845 -0.623087 0.169002 0.0199557 -0.875746
0.15 -1.47137 -0.155032 -2.31861 -0.0145054 0.102671 -0.0706027 -0.617544 0.166653 0.0197542 -0.867792
0.16 -1.45715 -0.175678 -2.2965 -0.0174236 0.101589 -0.0749771 -0.611648 0.164153 0.0195374 -0.859315
0.17 -1.44207 -0.197512 -2.27311 -0.0205102 0.10043 -0.0796021 -0.605407 0.161503 0.0193051 -0.85032
0.18 -1.42614 -0.220508 -2.24845 -0.0237615 0.0991927 -0.084472 -0.598826 0.158705 0.0190569 -0.840813
0.19 -1.40938 -0.244639 -2.22256 -0.0271739 0.0978755 -0.0895806 -0.591912 0.155761 0.0187925 -0.8308
0.2 -1.3918 -0.269875 -2.19546 -0.0307433 0.0964771 -0.0949217 -0.584672 0.152675 0.0185116 -0.820286
