0.0628319 0.0627905 0.0628319 0.0627905
0.125664 0.125333 0.125416 0.125333
0.188496 0.187381 0.187504 0.187381
0.251327 0.24869 0.248853 0.24869
0.314159 0.309017 0.309219 0.309017
0.376991 0.368125 0.368364 0.368125
0.439823 0.425779 0.426055 0.425779
0.502655 0.481754 0.482064 0.481754
0.565487 0.535827 0.53617 0.535827
0.628319 0.587785 0.588159 0.587785
0.69115 0.637424 0.637826 0.637424
0.753982 0.684547 0.684976 0.684547
0.816814 0.728969 0.729421 0.728969
0.879646 0.770513 0.770986 0.770513
0.942478 0.809017 0.809508 0.809017
1.00531 0.844328 0.844834 0.844328
1.06814 0.876307 0.876824 0.876307
1.13097 0.904827 0.905353 0.904827
1.19381 0.929776 0.930308 0.929776
1.25664 0.951057 0.95159 0.951056
1.31947 0.968583 0.969115 0.968583
1.3823 0.982287 0.982815 0.982287
1.44513 0.992115 0.992634 0.992115
1.50796 0.998027 0.998535 0.998027
1.5708 1 1.00049 1
1.63363 0.998027 0.998503 0.998027
1.69646 0.992115 0.99257 0.992115
1.75929 0.982287 0.982718 0.982287
1.82212 0.968583 0.968987 0.968583
1.88496 0.951057 0.95143 0.951057
1.94779 0.929776 0.930118 0.929777
2.01062 0.904827 0.905133 0.904827
2.07345 0.876307 0.876575 0.876307
2.13628 0.844328 0.844556 0.844328
2.19911 0.809017 0.809204 0.809017
2.26195 0.770513 0.770656 0.770513
2.32478 0.728969 0.729067 0.728969
2.38761 0.684547 0.684599 0.684547
2.45044 0.637424 0.637428 0.637424
2.51327 0.587785 0.587741 0.587786
2.57611 0.535827 0.535733 0.535827
2.63894 0.481754 0.481611 0.481754
2.70177 0.425779 0.425587 0.42578
2.7646 0.368125 0.367883 0.368125
2.82743 0.309017 0.308727 0.309017
2.89027 0.24869 0.248352 0.24869
2.9531 0.187381 0.186996 0.187382
3.01593 0.125333 0.124902 0.125334
3.07876 0.0627905 0.0623156 0.0627909
3.14159 -1.03412e-13 -0.000517256 4.07451e-07
3.20442 -0.0627905 -0.0633481 -0.0627901
3.26726 -0.125333 -0.125929 -0.125333
3.33009 -0.187381 -0.188012 -0.187381
3.39292 -0.24869 -0.249354 -0.248689
3.45575 -0.309017 -0.309711 -0.309017
3.51858 -0.368125 -0.368845 -0.368124
3.58142 -0.425779 -0.426523 -0.425779
3.64425 -0.481754 -0.482517 -0.481753
3.70708 -0.535827 -0.536607 -0.535826
3.76991 -0.587785 -0.588578 -0.587785
3.83274 -0.637424 -0.638225 -0.637424
3.89557 -0.684547 -0.685353 -0.684547
3.95841 -0.728969 -0.729775 -0.728968
4.02124 -0.770513 -0.771316 -0.770513
4.08407 -0.809017 -0.809812 -0.809017
4.1469 -0.844328 -0.845111 -0.844328
4.20973 -0.876307 -0.877073 -0.876306
4.27257 -0.904827 -0.905573 -0.904827
4.3354 -0.929776 -0.930498 -0.929776
4.39823 -0.951057 -0.95175 -0.951056
4.46106 -0.968583 -0.969244 -0.968583
4.52389 -0.982287 -0.982912 -0.982287
4.58673 -0.992115 -0.992699 -0.992115
4.64956 -0.998027 -0.998567 -0.998027
4.71239 -1 -1.00049 -1
4.77522 -0.998027 -0.99847 -0.998027
4.83805 -0.992115 -0.992505 -0.992115
4.90088 -0.982287 -0.982621 -0.982287
4.96372 -0.968583 -0.968858 -0.968583
5.02655 -0.951057 -0.95127 -0.951057
5.08938 -0.929776 -0.929927 -0.929777
5.15221 -0.904827 -0.904912 -0.904827
5.21504 -0.876307 -0.876325 -0.876307
5.27788 -0.844328 -0.844279 -0.844328
5.34071 -0.809017 -0.808899 -0.809017
5.40354 -0.770513 -0.770326 -0.770514
5.46637 -0.728969 -0.728712 -0.728969
5.5292 -0.684547 -0.684221 -0.684548
5.59203 -0.637424 -0.637029 -0.637425
5.65487 -0.587785 -0.587322 -0.587786
5.7177 -0.535827 -0.535296 -0.535827
5.78053 -0.481754 -0.481157 -0.481754
5.84336 -0.425779 -0.425119 -0.42578
5.90619 -0.368125 -0.367402 -0.368125
5.96903 -0.309017 -0.308235 -0.309018
6.03186 -0.24869 -0.247851 -0.248691
6.09469 -0.187381 -0.186488 -0.187382
6.15752 -0.125333 -0.124389 -0.125334
6.22035 -0.0627905 -0.0617993 -0.0627913
6.28319 3.10679e-13 0.00103451 -8.14902e-07
6.34602 0.0627905 0.0638643 0.0627897
6.40885 0.125333 0.126442 0.125332
6.47168 0.187381 0.18852 0.18738
6.53451 0.24869 0.249855 0.248689
6.59734 0.309017 0.310202 0.309016
6.66018 0.368125 0.369326 0.368124
6.72301 0.425779 0.426991 0.425778
6.78584 0.481754 0.48297 0.481753
6.84867 0.535827 0.537043 0.535826
6.9115 0.587785 0.588996 0.587784
6.97434 0.637424 0.638623 0.637423
7.03717 0.684547 0.685729 0.684546
7.1 0.728969 0.730128 0.728968
7.16283 0.770513 0.771645 0.770513
7.22566 0.809017 0.810115 0.809016
7.28849 0.844328 0.845387 0.844327
7.35133 0.876307 0.877322 0.876306
7.41416 0.904827 0.905793 0.904827
7.47699 0.929776 0.930688 0.929776
7.53982 0.951057 0.951909 0.951056
7.60265 0.968583 0.969372 0.968583
7.66549 0.982287 0.983008 0.982287
7.72832 0.992115 0.992763 0.992115
7.79115 0.998027 0.998599 0.998027
7.85398 1 1.00049 1
7.91681 0.998027 0.998437 0.998027
7.97965 0.992115 0.992439 0.992115
8.04248 0.982287 0.982523 0.982287
8.10531 0.968583 0.968729 0.968583
8.16814 0.951057 0.95111 0.951057
8.23097 0.929776 0.929736 0.929777
8.2938 0.904827 0.904692 0.904827
8.35664 0.876307 0.876076 0.876307
8.41947 0.844328 0.844001 0.844328
8.4823 0.809017 0.808595 0.809018
8.54513 0.770513 0.769996 0.770514
8.60796 0.728969 0.728358 0.728969
8.6708 0.684547 0.683844 0.684548
8.73363 0.637424 0.63663 0.637425
8.79646 0.587785 0.586903 0.587786
8.85929 0.535827 0.534859 0.535828
