2.37181 0 2.60146 0 2.6015 0 2.37175 0 
4.39846 0 4.62831 0 5.37175 0 5.6015 0 
8.60146 0 7.62819 0 7.62825 0 8.6015 0 
10.6283 0 11.6015 0 10.3985 0 11.3717 0 


2.3651 0 2.59361 0 2.59735 0 2.37104 0 
4.40931 0 4.63317 0 5.36918 0 5.60035 0 
8.59062 0 7.63305 0 7.63082 0 8.60035 0 
10.635 0 11.5937 0 10.4027 0 11.371 0 


2.34523 0 2.57025 0 2.58495 0 2.36891 0 
4.44147 0 4.6476 0 5.36152 0 5.59691 0 
8.55846 0 7.64749 0 7.63848 0 8.59691 0 
10.6549 0 11.5703 0 10.415 0 11.3689 0 


2.3129 0 2.53199 0 2.56448 0 2.36538 0 
4.49377 0 4.67125 0 5.34887 0 5.59119 0 
8.50617 0 7.67114 0 7.65113 0 8.59119 0 
10.6872 0 11.5321 0 10.4355 0 11.3654 0 


2.26928 0 2.47983 0 2.53622 0 2.36045 0 
4.56433 0 4.70348 0 5.3314 0 5.58321 0 
8.43561 0 7.70338 0 7.6686 0 8.58321 0 
10.7308 0 11.4799 0 10.4638 0 11.3604 0 


2.21595 0 2.41514 0 2.50055 0 2.35414 0 
4.65061 0 4.74346 0 5.30936 0 5.57301 0 
8.34934 0 7.74337 0 7.69064 0 8.57301 0 
10.7841 0 11.4152 0 10.4994 0 11.3541 0 


2.15484 0 2.3396 0 2.45798 0 2.34648 0 
4.74949 0 4.79014 0 5.28305 0 5.56062 0 
8.25048 0 7.79007 0 7.71695 0 8.56062 0 
10.8452 0 11.3396 0 10.542 0 11.3465 0 


2.08813 0 2.25519 0 2.40908 0 2.3375 0 
4.85741 0 4.8423 0 5.25283 0 5.54608 0 
8.14257 0 7.84225 0 7.74717 0 8.54608 0 
10.9119 0 11.2552 0 10.5909 0 11.3375 0 


2.01825 0 2.16412 0 2.35454 0 2.32723 0 
4.97047 0 4.89858 0 5.21912 0 5.52947 0 
8.02952 0 7.89855 0 7.78088 0 8.52947 0 
10.9818 0 11.1641 0 10.6455 0 11.3272 0 


1.94771 0 2.06876 0 2.2951 0 2.31571 0 
5.0846 0 4.95751 0 5.18238 0 5.51083 0 
7.91541 0 7.9575 0 7.81762 0 8.51083 0 
11.0523 0 11.0688 0 10.7049 0 11.3157 0 


1.87906 0 1.9716 0 2.23159 0 2.30298 0 
5.19567 0 5.01755 0 5.14313 0 5.49023 0 
7.80435 0 8.01756 0 7.85687 0 8.49023 0 
11.1209 0 10.9716 0 10.7684 0 11.303 0 


1.81476 0 1.87518 0 2.16488 0 2.2891 0 
5.29969 0 5.07713 0 5.1019 0 5.46777 0 
7.70035 0 8.07716 0 7.8981 0 8.46777 0 
11.1852 0 10.8752 0 10.8351 0 11.2891 0 


1.75715 0 1.78203 0 2.0959 0 2.27411 0 
5.3929 0 5.1347 0 5.05927 0 5.44352 0 
7.60715 0 8.13474 0 7.94073 0 8.44352 0 
11.2428 0 10.782 0 10.9041 0 11.2741 0 


1.7083 0 1.69457 0 2.02559 0 2.25808 0 
5.47193 0 5.18875 0 5.01581 0 5.41758 0 
7.52813 0 8.18881 0 7.98419 0 8.41758 0 
11.2916 0 10.6945 0 10.9744 0 11.2581 0 


1.66997 0 1.61508 0 1.95493 0 2.24106 0 
5.53394 0 5.23787 0 4.97214 0 5.39004 0 
7.46613 0 8.23794 0 8.02786 0 8.39004 0 
11.3299 0 10.615 0 11.0451 0 11.2411 0 


1.64355 0 1.54566 0 1.88489 0 2.22312 0 
5.57669 0 5.28077 0 4.92886 0 5.36102 0 
7.42338 0 8.28086 0 8.07114 0 8.36102 0 
11.3563 0 10.5456 0 11.1151 0 11.2231 0 


1.62998 0 1.4881 0 1.81644 0 2.20433 0 
5.59864 0 5.31634 0 4.88655 0 5.33061 0 
7.40143 0 8.31644 0 8.11345 0 8.33061 0 
11.3699 0 10.488 0 11.1836 0 11.2043 0 


1.62976 0 1.44391 0 1.75052 0 2.18476 0 
5.59899 0 5.34365 0 4.84582 0 5.29895 0 
7.40108 0 8.34376 0 8.15418 0 8.29895 0 
11.3701 0 10.4438 0 11.2495 0 11.1848 0 


1.6429 0 1.41426 0 1.68805 0 2.16448 0 
5.57774 0 5.36197 0 4.80721 0 5.26614 0 
7.42233 0 8.36209 0 8.19279 0 8.26614 0 
11.357 0 10.4142 0 11.3119 0 11.1645 0 


1.66892 0 1.3999 0 1.62989 0 2.14358 0 
5.53565 0 5.37085 0 4.77126 0 5.23231 0 
7.46441 0 8.37096 0 8.22874 0 8.23231 0 
11.331 0 10.3998 0 11.3701 0 11.1436 0 


1.70688 0 1.40122 0 1.57683 0 2.12212 0 
5.47424 0 5.37003 0 4.73847 0 5.1976 0 
7.52582 0 8.37015 0 8.26153 0 8.1976 0 
11.293 0 10.4011 0 11.4232 0 11.1221 0 


1.75541 0 1.41818 0 1.52961 0 2.1002 0 
5.39572 0 5.35955 0 4.70929 0 5.16213 0 
7.60433 0 8.35966 0 8.29071 0 8.16213 0 
11.2445 0 10.4181 0 11.4704 0 11.1002 0 


1.81276 0 1.45034 0 1.48889 0 2.0779 0 
5.30292 0 5.33967 0 4.68412 0 5.12605 0 
7.69711 0 8.33978 0 8.31588 0 8.12605 0 
11.1872 0 10.4503 0 11.5111 0 11.0779 0 


1.87687 0 1.49686 0 1.45522 0 2.0553 0 
5.1992 0 5.31093 0 4.66331 0 5.08948 0 
7.80082 0 8.31103 0 8.33669 0 8.08948 0 
11.1231 0 10.4968 0 11.5448 0 11.0553 0 


1.94542 0 1.55652 0 1.42908 0 2.03249 0 
5.0883 0 5.27406 0 4.64715 0 5.05257 0 
7.91171 0 8.27414 0 8.35285 0 8.05257 0 
11.0546 0 10.5565 0 11.5709 0 11.0325 0 


2.01594 0 1.62777 0 1.41081 0 2.00956 0 
4.97421 0 5.23003 0 4.63586 0 5.01546 0 
8.02579 0 8.2301 0 8.36414 0 8.01546 0 
10.9841 0 10.6277 0 11.5892 0 11.0096 0 


2.08589 0 1.70874 0 1.40068 0 1.98659 0 
4.86105 0 5.17999 0 4.6296 0 4.9783 0 
8.13894 0 8.18005 0 8.3704 0 7.9783 0 
10.9141 0 10.7087 0 11.5993 0 10.9866 0 


2.15273 0 1.79732 0 1.39882 0 1.96367 0 
4.7529 0 5.12525 0 4.62845 0 4.94121 0 
8.24707 0 8.12529 0 8.37155 0 7.94121 0 
10.8473 0 10.7973 0 11.6012 0 10.9637 0 


2.21407 0 1.8912 0 1.40525 0 1.94088 0 
4.65366 0 5.06724 0 4.63243 0 4.90435 0 
8.3463 0 8.06726 0 8.36757 0 7.90435 0 
10.786 0 10.8912 0 11.5947 0 10.9409 0 


2.26768 0 1.98792 0 1.4199 0 1.91833 0 
4.56692 0 5.00747 0 4.64148 0 4.86785 0 
8.43303 0 8.00747 0 8.35852 0 7.86785 0 
10.7324 0 10.9879 0 11.5801 0 10.9183 0 


2.31164 0 2.08495 0 1.44256 0 1.89608 0 
4.4958 0 4.9475 0 4.65548 0 4.83186 0 
8.50414 0 7.94749 0 8.34452 0 7.83186 0 
10.6885 0 11.085 0 11.5574 0 10.8961 0 


2.34436 0 2.17976 0 1.47291 0 1.87424 0 
4.44287 0 4.88891 0 4.67424 0 4.79651 0 
8.55707 0 7.88888 0 8.32576 0 7.79651 0 
10.6557 0 11.1798 0 11.5271 0 10.8742 0 


2.36466 0 2.26988 0 1.51053 0 1.85287 0 
4.41003 0 4.83322 0 4.69749 0 4.76194 0 
8.5899 0 7.83317 0 8.30251 0 7.76194 0 
10.6355 0 11.2699 0 11.4895 0 10.8529 0 


2.3718 0 2.35295 0 1.55492 0 1.83207 0 
4.39847 0 4.78189 0 4.72492 0 4.72828 0 
8.60145 0 7.78182 0 8.27508 0 7.72828 0 
10.6283 0 11.353 0 11.4451 0 10.8321 0 


2.36553 0 2.4268 0 1.60544 0 1.8119 0 
4.40862 0 4.73625 0 4.75615 0 4.69565 0 
8.59131 0 7.73617 0 8.24385 0 7.69565 0 
10.6346 0 11.4268 0 11.3946 0 10.8119 0 


2.34608 0 2.4895 0 1.66141 0 1.79246 0 
4.44009 0 4.6975 0 4.79074 0 4.66419 0 
8.55984 0 7.69741 0 8.20926 0 7.66419 0 
10.654 0 11.4896 0 11.3386 0 10.7925 0 


2.31414 0 2.53941 0 1.72206 0 1.7738 0 
4.49176 0 4.66666 0 4.82822 0 4.63401 0 
8.50818 0 7.66655 0 8.17178 0 7.63401 0 
10.686 0 11.5395 0 11.2779 0 10.7738 0 


2.27087 0 2.57523 0 1.78654 0 1.75601 0 
4.56177 0 4.64453 0 4.86808 0 4.60522 0 
8.43818 0 7.64441 0 8.13192 0 7.60522 0 
10.7292 0 11.5753 0 11.2135 0 10.756 0 


2.21783 0 2.59602 0 1.85397 0 1.73916 0 
4.64758 0 4.63168 0 4.90975 0 4.57795 0 
8.35238 0 7.63156 0 8.09025 0 7.57795 0 
10.7822 0 11.5961 0 11.146 0 10.7392 0 


2.15693 0 2.60124 0 1.92342 0 1.7233 0 
4.7461 0 4.62845 0 4.95267 0 4.55228 0 
8.25387 0 7.62833 0 8.04733 0 7.55228 0 
10.8431 0 11.6013 0 11.0766 0 10.7233 0 


2.09038 0 2.59076 0 1.99392 0 1.70849 0 
4.85378 0 4.63493 0 4.99624 0 4.52833 0 
8.1462 0 7.63481 0 8.00376 0 7.52833 0 
10.9097 0 11.5908 0 11.0061 0 10.7085 0 


2.02056 0 2.56484 0 2.06451 0 1.6948 0 
4.96674 0 4.65094 0 5.03987 0 4.50617 0 
8.03325 0 7.65083 0 7.96013 0 7.50617 0 
10.9794 0 11.5649 0 10.9355 0 10.6948 0 


1.95 0 2.52417 0 2.1342 0 1.68227 0 
5.0809 0 4.67608 0 5.08294 0 4.48591 0 
7.91911 0 7.67597 0 7.91706 0 7.48591 0 
11.05 0 11.5242 0 10.8658 0 10.6823 0 


1.88124 0 2.46981 0 2.20205 0 1.67096 0 
5.19214 0 4.70967 0 5.12487 0 4.4676 0 
7.80789 0 7.70958 0 7.87513 0 7.4676 0 
11.1187 0 11.4699 0 10.798 0 10.671 0 


1.81677 0 2.40317 0 2.2671 0 1.6609 0 
5.29644 0 4.75085 0 5.16508 0 4.45133 0 
7.70359 0 7.75077 0 7.83492 0 7.45133 0 
11.1832 0 11.4032 0 10.7329 0 10.6609 0 


1.75891 0 2.326 0 2.32847 0 1.65214 0 
