2.12022 0 2.23048 0 2.32225 0 2.38787 0 2.42206 0 2.42206 0 2.38787 0 2.32225 0 2.23053 0 2.12013 0 
4.76931 0 4.61222 0 4.57794 0 4.67775 0 4.87987 0 5.12013 0 5.32225 0 5.42206 0 5.38787 0 5.23053 0 
8.32242 0 8.42193 0 8.23053 0 7.87987 0 7.61213 0 7.61213 0 7.87987 0 8.23053 0 8.42206 0 8.32225 0 
10.612 0 10.6779 0 11.1201 0 11.4221 0 11.2305 0 10.7695 0 10.5779 0 10.8799 0 11.3223 0 11.3879 0 
14.4221 0 14.12 0 13.6121 0 13.7695 0 14.3223 0 14.3223 0 13.7695 0 13.6121 0 14.1201 0 14.4221 0 
16.578 0 17.1203 0 17.3879 0 16.7695 0 16.6777 0 17.3223 0 17.2305 0 16.6121 0 16.8799 0 17.4221 0 
20.3877 0 19.6776 0 19.8799 0 20.4221 0 19.7695 0 19.7695 0 20.4221 0 19.8799 0 19.6777 0 20.3879 0 
22.6779 0 23.4222 0 22.7695 0 22.8799 0 23.3879 0 22.6121 0 23.1201 0 23.2305 0 22.5779 0 23.3223 0 
26.2304 0 25.612 0 26.4221 0 25.6777 0 26.1201 0 26.1201 0 25.6777 0 26.4221 0 25.6121 0 26.2305 0 
28.88 0 29.2306 0 28.6777 0 29.3879 0 28.5779 0 29.4221 0 28.6121 0 29.3223 0 28.7695 0 29.1201 0 


2.11788 0 2.22625 0 2.31693 0 2.38239 0 2.41725 0 2.41845 0 2.3856 0 2.32114 0 2.23016 0 2.12008 0 
4.77382 0 4.61934 0 4.5849 0 4.6823 0 4.88124 0 5.1191 0 5.32037 0 5.42061 0 5.38725 0 5.23044 0 
8.31613 0 8.41419 0 8.22672 0 7.88157 0 7.61655 0 7.61545 0 7.88057 0 8.22973 0 8.42139 0 8.32212 0 
10.6196 0 10.6838 0 11.1181 0 11.4161 0 11.2279 0 10.7714 0 10.5804 0 10.8803 0 11.3217 0 11.3877 0 
14.4139 0 14.1178 0 13.6185 0 13.7727 0 14.3186 0 14.3195 0 13.7708 0 13.6135 0 14.1199 0 14.4219 0 
16.5862 0 17.1181 0 17.3815 0 16.7727 0 16.6814 0 17.3195 0 17.2292 0 16.6135 0 16.8801 0 17.4219 0 
20.3802 0 19.6835 0 19.8819 0 20.4161 0 19.7721 0 19.7714 0 20.4196 0 19.8803 0 19.6783 0 20.3877 0 
22.6842 0 23.4144 0 22.7733 0 22.8816 0 23.3834 0 22.6155 0 23.1194 0 23.2297 0 22.5786 0 23.3221 0 
26.2259 0 25.6192 0 26.4151 0 25.6823 0 26.1188 0 26.1191 0 25.6796 0 26.4206 0 25.6127 0 26.2304 0 
28.8823 0 29.2263 0 28.6831 0 29.3824 0 28.5828 0 29.4184 0 28.6144 0 29.3211 0 28.7698 0 29.1201 0 


2.11092 0 2.21371 0 2.30116 0 2.36612 0 2.40292 0 2.40766 0 2.37883 0 2.31781 0 2.22907 0 2.11994 0 
4.78716 0 4.64044 0 4.60557 0 4.69582 0 4.88532 0 5.11603 0 5.31475 0 5.41625 0 5.38541 0 5.23016 0 
8.29748 0 8.39124 0 8.21544 0 7.88661 0 7.62972 0 7.62536 0 7.88267 0 8.22735 0 8.41938 0 8.32173 0 
10.642 0 10.7013 0 11.1123 0 11.3984 0 11.2201 0 10.7773 0 10.5878 0 10.8815 0 11.3202 0 11.3872 0 
14.3895 0 14.1112 0 13.6375 0 13.7824 0 14.3076 0 14.3113 0 13.7748 0 13.6175 0 14.1194 0 14.4214 0 
16.6106 0 17.1116 0 17.3625 0 16.7824 0 16.6924 0 17.3113 0 17.2252 0 16.6175 0 16.8806 0 17.4214 0 
20.3577 0 19.701 0 19.8877 0 20.3984 0 19.7799 0 19.7773 0 20.4122 0 19.8815 0 19.6798 0 20.3872 0 
22.7028 0 23.3915 0 22.7846 0 22.8866 0 23.3703 0 22.6254 0 23.1173 0 23.2274 0 22.5806 0 23.3217 0 
26.2126 0 25.6403 0 26.3944 0 25.6958 0 26.1147 0 26.116 0 25.6853 0 26.4162 0 25.6146 0 26.2302 0 
28.8892 0 29.2138 0 28.6988 0 29.3661 0 28.5971 0 29.4077 0 28.6212 0 29.3178 0 28.7709 0 29.1199 0 


2.09964 0 2.19333 0 2.27544 0 2.3395 0 2.37941 0 2.3899 0 2.36764 0 2.31229 0 2.22724 0 2.11969 0 
4.80881 0 4.67473 0 4.63926 0 4.71793 0 4.89201 0 5.11098 0 5.30545 0 5.40902 0 5.38234 0 5.22969 0 
8.26721 0 8.35392 0 8.19704 0 7.89485 0 7.65133 0 7.64169 0 7.88613 0 8.22341 0 8.41605 0 8.32108 0 
10.6784 0 10.7298 0 11.1027 0 11.3694 0 11.2072 0 10.787 0 10.6 0 10.8836 0 11.3177 0 11.3865 0 
14.3498 0 14.1006 0 13.6685 0 13.7982 0 14.2897 0 14.2977 0 13.7815 0 13.6241 0 14.1184 0 14.4205 0 
16.6502 0 17.1009 0 17.3315 0 16.7982 0 16.7103 0 17.2977 0 17.2185 0 16.6241 0 16.8816 0 17.4205 0 
20.3213 0 19.7296 0 19.8973 0 20.3694 0 19.7928 0 19.787 0 20.4 0 19.8836 0 19.6823 0 20.3865 0 
22.7331 0 23.3541 0 22.803 0 22.8948 0 23.3487 0 22.6417 0 23.1139 0 23.2234 0 22.584 0 23.3211 0 
26.1909 0 25.6746 0 26.3607 0 25.7179 0 26.108 0 26.111 0 25.6946 0 26.409 0 25.6177 0 26.2297 0 
28.9005 0 29.1934 0 28.7246 0 29.3395 0 28.6206 0 29.3899 0 28.6324 0 29.3123 0 28.7728 0 29.1197 0 


2.08446 0 2.16585 0 2.24063 0 2.3033 0 2.34724 0 2.36545 0 2.35215 0 2.30462 0 2.2247 0 2.11935 0 
