0 -1.77607 -0.00427956 -1.68255 0.0222524 0.0408034 -0.111427
0.01 -1.77554 -0.00478767 -1.68205 0.0221718 0.0407912 -0.111391
0.02 -1.77394 -0.00631137 -1.68053 0.0219301 0.0407545 -0.111285
0.03 -1.77128 -0.00884885 -1.67801 0.0215276 0.0406931 -0.111107
0.04 -1.76755 -0.012397 -1.67449 0.0209647 0.0406071 -0.110859
0.05 -1.76276 -0.0169517 -1.66996 0.020242 0.0404961 -0.11054
0.06 -1.75692 -0.0225073 -1.66444 0.0193605 0.0403599 -0.110151
0.07 -1.75003 -0.0290573 -1.65793 0.0183211 0.0401982 -0.109692
0.08 -1.74208 -0.0365937 -1.65044 0.017125 0.0400105 -0.109162
0.09 -1.7331 -0.0451074 -1.64198 0.0157736 0.0397966 -0.108563
0.1 -1.72308 -0.0545883 -1.63255 0.0142684 0.0395558 -0.107895
0.11 -1.71202 -0.0650249 -1.62217 0.0126112 0.0392877 -0.107158
0.12 -1.69995 -0.0764047 -1.61084 0.0108039 0.0389916 -0.106353
0.13 -1.68687 -0.088714 -1.59859 0.00884845 0.0386669 -0.10548
0.14 -1.67278 -0.101938 -1.58542 0.00674721 0.0383129 -0.10454
0.15 -1.65769 -0.116061 -1.57135 0.00450253 0.0379288 -0.103533
0.16 -1.64163 -0.131065 -1.5564 0.00211697 0.037514 -0.102461
0.17 -1.62459 -0.146933 -1.54058 -0.000406731 0.0370674 -0.101323
0.18 -1.60659 -0.163645 -1.5239 -0.00306572 0.0365883 -0.10012
0.19 -1.58764 -0.181182 -1.5064 -0.00585696 0.0360758 -0.0988538
0.2 -1.56775 -0.199522 -1.48808 -0.00877729 0.0355288 -0.0975245
0.21 -1.54695 -0.218643 -1.46897 -0.0118234 0.0349464 -0.096133
0.22 -1.52523 -0.238522 -1.44909 -0.0149918 0.0343275 -0.0946803
0.23 -1.50263 -0.259135 -1.42846 -0.018279 0.0336711 -0.0931673
0.24 -1.47915 -0.280457 -1.40711 -0.0216813 0.032976 -0.091595
0.25 -1.45481 -0.302462 -1.38505 -0.0251947 0.0322412 -0.0899644
0.26 -1.42962 -0.325123 -1.36232 -0.0288154 0.0314654 -0.0882766
0.27 -1.40361 -0.348413 -1.33893 -0.0325394 0.0306476 -0.0865325
0.28 -1.37679 -0.372304 -1.31492 -0.0363623 0.0297865 -0.0847335
0.29 -1.34919 -0.396767 -1.29031 -0.0402801 0.0288809 -0.0828805
0.3 -1.32081 -0.421772 -1.26513 -0.0442883 0.0279295 -0.0809749
0.31 -1.29168 -0.447288 -1.23941 -0.0483824 0.0269312 -0.0790179
0.32 -1.26182 -0.473285 -1.21317 -0.0525581 0.0258847 -0.0770108
0.33 -1.23125 -0.49973 -1.18644 -0.0568105 0.0247886 -0.0749548
0.34 -1.19999 -0.526592 -1.15926 -0.0611352 0.0236418 -0.0728513
0.35 -1.16806 -0.553837 -1.13166 -0.0655272 0.022443 -0.0707016
0.36 -1.13549 -0.581433 -1.10365 -0.0699819 0.0211909 -0.0685073
0.37 -1.10229 -0.609346 -1.07529 -0.0744944 0.0198843 -0.0662697
0.38 -1.0685 -0.63754 -1.04659 -0.0790597 0.0185219 -0.0639903
0.39 -1.03412 -0.665982 -1.01758 -0.0836731 0.0171025 -0.0616707
0.4 -0.99919 -0.694637 -0.988314 -0.0883294 0.0156248 -0.0593123
0.41 -0.963729 -0.723469 -0.958807 -0.0930238 0.0140877 -0.0569167
0.42 -0.927762 -0.752442 -0.929096 -0.0977512 0.01249 -0.0544855
0.43 -0.891314 -0.781522 -0.899214 -0.102507 0.0108304 -0.0520204
0.44 -0.854408 -0.810671 -0.869193 -0.107285 0.00910791 -0.0495229
0.45 -0.81707 -0.839854 -0.839066 -0.112081 0.00732138 -0.0469948
0.46 -0.779326 -0.869034 -0.808868 -0.116891 0.00546973 -0.0444377
0.47 -0.741201 -0.898175 -0.77863 -0.121708 0.00355193 -0.0418533
0.48 -0.70272 -0.927241 -0.748387 -0.126529 0.00156697 -0.0392435
0.49 -0.66391 -0.956195 -0.718171 -0.131348 -0.000486094 -0.03661
0.5 -0.624797 -0.985 -0.688015 -0.136159 -0.00260819 -0.0339545
0.51 -0.585408 -1.01362 -0.657953 -0.14096 -0.00480018 -0.0312789
0.52 -0.545768 -1.04202 -0.628017 -0.145744 -0.00706288 -0.028585
0.53 -0.505905 -1.07017 -0.598239 -0.150507 -0.00939706 -0.0258747
0.54 -0.465845 -1.09802 -0.568653 -0.155244 -0.0118034 -0.0231497
0.55 -0.425616 -1.12554 -0.53929 -0.159951 -0.0142826 -0.020412
0.56 -0.385243 -1.1527 -0.510183 -0.164622 -0.0168353 -0.0176635
0.57 -0.344754 -1.17946 -0.481362 -0.169255 -0.0194619 -0.0149061
0.58 -0.304176 -1.20579 -0.452859 -0.173844 -0.0221629 -0.0121416
0.59 -0.263536 -1.23166 -0.424704 -0.178385 -0.0249388 -0.00937209
0.6 -0.222861 -1.25702 -0.396928 -0.182873 -0.0277898 -0.00659944
0.61 -0.182178 -1.28185 -0.369561 -0.187306 -0.0307163 -0.0038256
0.62 -0.141514 -1.30611 -0.342632 -0.191679 -0.0337183 -0.00105254
0.63 -0.100895 -1.32978 -0.316169 -0.195988 -0.0367961 0.00171778
0.64 -0.0603491 -1.35282 -0.290202 -0.200229 -0.0399495 0.00448338
0.65 -0.019902 -1.37519 -0.264756 -0.204399 -0.0431787 0.0072423
0.66 0.0204196 -1.39688 -0.239859 -0.208494 -0.0464834 0.00999254
0.67 0.0605892 -1.41784 -0.215538 -0.212512 -0.0498635 0.0127321
0.68 0.100581 -1.43806 -0.191818 -0.216449 -0.0533187 0.0154591
0.69 0.140368 -1.45749 -0.168723 -0.220301 -0.0568485 0.0181714
0.7 0.179925 -1.47613 -0.146278 -0.224067 -0.0604525 0.0208672
0.71 0.219227 -1.49393 -0.124505 -0.227743 -0.0641302 0.0235443
