1.91516 0 1.88749 0 1.25361 0 1.36503 0 1.88749 0 1.91516 0 
5.47563 0 5.52256 0 5.02439 0 4.97133 0 4.47744 0 4.52437 0 
7.48369 0 7.5371 0 8.14906 0 8.12681 0 7.5371 0 7.48369 0 
11.5163 0 10.5371 0 10.8732 0 11.1491 0 11.4629 0 10.4837 0 
13.5244 0 14.5226 0 13.9713 0 13.9756 0 14.5226 0 13.5244 0 
17.0848 0 16.8875 0 17.635 0 16.2536 0 17.1125 0 16.9152 0 


1.92003 0 1.89342 0 1.27603 0 1.38387 0 1.88825 0 1.91532 0 
5.4483 0 5.49499 0 5.02365 0 4.97218 0 4.48098 0 4.52531 0 
7.51336 0 7.56152 0 8.14458 0 8.12304 0 7.54024 0 7.48471 0 
11.4866 0 10.5615 0 10.877 0 11.1446 0 11.4598 0 10.4847 0 
13.5517 0 14.495 0 13.9722 0 13.9763 0 14.519 0 13.5253 0 
17.08 0 16.8934 0 17.6159 0 16.2757 0 17.1118 0 16.9153 0 


1.9341 0 1.9106 0 1.34194 0 1.43926 0 1.89052 0 1.91583 0 
5.36943 0 5.4152 0 5.0215 0 4.97468 0 4.49154 0 4.52811 0 
7.59897 0 7.6322 0 8.13142 0 8.11198 0 7.5496 0 7.48775 0 
11.401 0 10.6322 0 10.8882 0 11.1316 0 11.4504 0 10.4878 0 
13.6306 0 14.4152 0 13.9747 0 13.9785 0 14.5085 0 13.5281 0 
17.0659 0 16.9106 0 17.5598 0 16.3409 0 17.1095 0 16.9158 0 


1.95574 0 1.93721 0 1.44739 0 1.52791 0 1.89428 0 1.91666 0 
5.24811 0 5.29161 0 5.01806 0 4.97869 0 4.50899 0 4.53278 0 
7.73067 0 7.74169 0 8.11036 0 8.09428 0 7.56505 0 7.49281 0 
11.2693 0 10.7417 0 10.9061 0 11.1108 0 11.4349 0 10.4928 0 
13.7519 0 14.2916 0 13.9788 0 13.9819 0 14.491 0 13.5328 0 
17.0443 0 16.9372 0 17.4701 0 16.4451 0 17.1057 0 16.9167 0 


1.98247 0 1.97045 0 1.58603 0 1.64457 0 1.89947 0 1.91782 0 
5.09826 0 5.13725 0 5.01353 0 4.98395 0 4.53309 0 4.53928 0 
7.89333 0 7.87842 0 8.08267 0 8.07098 0 7.5864 0 7.49988 0 
11.1067 0 10.8784 0 10.9297 0 11.0834 0 11.4136 0 10.4999 0 
13.9017 0 14.1372 0 13.9841 0 13.9863 0 14.4669 0 13.5393 0 
17.0175 0 16.9704 0 17.3522 0 16.5822 0 17.1005 0 16.9178 0 


2.01122 0 2.0068 0 1.74955 0 1.78232 0 1.90602 0 1.9193 0 
4.93712 0 4.96841 0 5.00818 0 4.99017 0 4.56351 0 4.5476 0 
