2.11349 0 2.92633 0 2.3592 0 
4.2491 0 4.84323 0 5.64153 0 
8.65059 0 7.65746 0 8.6778 0 


2.10864 0 2.9163 0 2.35882 0 
4.28122 0 4.84493 0 5.64085 0 
8.62276 0 7.66117 0 8.67707 0 


2.09449 0 2.88643 0 2.35767 0 
4.37483 0 4.84999 0 5.63879 0 
8.54165 0 7.67222 0 8.6749 0 


2.07226 0 2.83737 0 2.35575 0 
4.52192 0 4.85829 0 5.63537 0 
8.41421 0 7.69036 0 8.67128 0 


2.04384 0 2.77017 0 2.35307 0 
4.70992 0 4.86966 0 5.63058 0 
8.25133 0 7.71521 0 8.66623 0 


2.01168 0 2.6863 0 2.34964 0 
4.92273 0 4.88385 0 5.62445 0 
8.06694 0 7.74622 0 8.65975 0 


1.97851 0 2.58757 0 2.34545 0 
5.14216 0 4.90056 0 5.61698 0 
7.87684 0 7.78273 0 8.65186 0 


1.94719 0 2.47611 0 2.34053 0 
5.34942 0 4.91943 0 5.60819 0 
7.69726 0 7.82395 0 8.64257 0 


1.92038 0 2.35435 0 2.33488 0 
5.52679 0 4.94003 0 5.5981 0 
7.54359 0 7.86897 0 8.63191 0 


1.90038 0 2.22491 0 2.32852 0 
5.65909 0 4.96194 0 5.58673 0 
7.42896 0 7.91683 0 8.6199 0 


1.88891 0 2.0906 0 2.32145 0 
5.735 0 4.98467 0 5.57411 0 
7.36319 0 7.9665 0 8.60656 0 


1.88694 0 1.95433 0 2.31369 0 
5.74804 0 5.00773 0 5.56025 0 
7.3519 0 8.01689 0 8.59192 0 


1.89464 0 1.81905 0 2.30526 0 
5.69708 0 5.03062 0 5.5452 0 
7.39605 0 8.06691 0 8.57602 0 


1.91136 0 1.68769 0 2.29618 0 
5.58649 0 5.05285 0 5.52898 0 
7.49187 0 8.11549 0 8.55888 0 


1.93566 0 1.56309 0 2.28647 0 
5.42572 0 5.07394 0 5.51163 0 
7.63116 0 8.16156 0 8.54055 0 


1.96546 0 1.44795 0 2.27614 0 
5.22853 0 5.09343 0 5.49319 0 
7.802 0 8.20414 0 8.52106 0 


1.99822 0 1.34476 0 2.26522 0 
5.01179 0 5.11089 0 5.47369 0 
7.98979 0 8.24229 0 8.50046 0 


2.03113 0 1.25576 0 2.25373 0 
4.79404 0 5.12595 0 5.45317 0 
8.17845 0 8.2752 0 8.47879 0 


2.06138 0 1.18288 0 2.24171 0 
4.59391 0 5.13828 0 5.43169 0 
8.35184 0 8.30215 0 8.45609 0 


2.08637 0 1.12769 0 2.22916 0 
4.42852 0 5.14762 0 5.40928 0 
8.49513 0 8.32256 0 8.43241 0 


2.10398 0 1.09139 0 2.21612 0 
4.31203 0 5.15377 0 5.386 0 
8.59606 0 8.33598 0 8.40781 0 


2.11269 0 1.07476 0 2.20262 0 
4.25439 0 5.15658 0 5.36189 0 
8.646 0 8.34213 0 8.38234 0 


2.11176 0 1.07817 0 2.18869 0 
4.26053 0 5.156 0 5.337 0 
8.64068 0 8.34087 0 8.35605 0 


2.10127 0 1.10154 0 2.17436 0 
4.32994 0 5.15205 0 5.3114 0 
8.58054 0 8.33223 0 8.329 0 


2.08212 0 1.14436 0 2.15965 0 
4.45668 0 5.1448 0 5.28513 0 
8.47074 0 8.31639 0 8.30125 0 


2.05594 0 1.20571 0 2.1446 0 
4.62989 0 5.13442 0 5.25825 0 
8.32066 0 8.29371 0 8.27285 0 


2.02497 0 1.28426 0 2.12924 0 
4.83477 0 5.12113 0 5.23082 0 
8.14316 0 8.26466 0 8.24386 0 


1.99187 0 1.37831 0 2.1136 0 
5.05378 0 5.10521 0 5.20289 0 
7.9534 0 8.22989 0 8.21436 0 


1.95946 0 1.48581 0 2.09772 0 
5.2682 0 5.08702 0 5.17453 0 
7.76763 0 8.19013 0 8.18439 0 


1.93053 0 1.60446 0 2.08163 0 
5.45966 0 5.06694 0 5.14579 0 
7.60175 0 8.14626 0 8.15403 0 


1.90753 0 1.73166 0 2.06537 0 
5.61181 0 5.04541 0 5.11675 0 
7.46993 0 8.09922 0 8.12335 0 


1.89245 0 1.86468 0 2.04896 0 
5.71161 0 5.0229 0 5.08745 0 
7.38346 0 8.05004 0 8.09239 0 


1.88656 0 2.00063 0 2.03246 0 
5.75053 0 4.99989 0 5.05797 0 
7.34973 0 7.99977 0 8.06124 0 


1.89038 0 2.13656 0 2.01588 0 
5.72525 0 4.97689 0 5.02836 0 
7.37164 0 7.9495 0 8.02996 0 


1.90358 0 2.26954 0 1.99927 0 
5.63792 0 4.95438 0 4.99869 0 
7.4473 0 7.90033 0 7.99862 0 


1.92503 0 2.39668 0 1.98266 0 
5.49602 0 4.93287 0 4.96903 0 
7.57025 0 7.85332 0 7.96728 0 


1.95289 0 2.51523 0 1.96609 0 
5.31168 0 4.91281 0 4.93943 0 
7.72996 0 7.80948 0 7.936 0 


1.98478 0 2.62263 0 1.94959 0 
5.10067 0 4.89463 0 4.90996 0 
7.91278 0 7.76977 0 7.90487 0 


2.01798 0 2.71654 0 1.93319 0 
4.88106 0 4.87874 0 4.88068 0 
8.10305 0 7.73504 0 7.87394 0 


2.04963 0 2.79494 0 1.91694 0 
4.67162 0 4.86547 0 4.85166 0 
8.28451 0 7.70605 0 7.84328 0 


2.07704 0 2.85612 0 1.90087 0 
4.49027 0 4.85512 0 4.82296 0 
8.44163 0 7.68343 0 7.81295 0 


2.09786 0 2.89877 0 1.88501 0 
4.35253 0 4.8479 0 4.79463 0 
8.56097 0 7.66766 0 7.78302 0 


2.11031 0 2.92195 0 1.8694 0 
4.27018 0 4.84397 0 4.76675 0 
8.63231 0 7.65908 0 7.75356 0 


2.11331 0 2.92518 0 1.85406 0 
4.25027 0 4.84343 0 4.73936 0 
8.64957 0 7.65789 0 7.72463 0 


2.10663 0 2.90837 0 1.83904 0 
4.2945 0 4.84627 0 4.71253 0 
8.61125 0 7.66411 0 7.69628 0 


2.09082 0 2.87189 0 1.82437 0 
4.39908 0 4.85245 0 4.68632 0 
8.52063 0 7.6776 0 7.66859 0 


2.06725 0 2.81653 0 1.81006 0 
4.55508 0 4.86182 0 4.66077 0 
8.38548 0 7.69807 0 7.6416 0 


2.03792 0 2.74349 0 1.79617 0 
4.74913 0 4.87418 0 4.63596 0 
8.21735 0 7.72508 0 7.61538 0 


2.00534 0 2.65435 0 1.78271 0 
4.96465 0 4.88926 0 4.61192 0 
8.03063 0 7.75804 0 7.58998 0 


1.97231 0 2.55104 0 1.76971 0 
5.18319 0 4.90675 0 4.58871 0 
7.84128 0 7.79624 0 7.56546 0 


1.94165 0 2.4358 0 1.75721 0 
5.38606 0 4.92625 0 4.56638 0 
7.66551 0 7.83885 0 7.54187 0 


1.91598 0 2.31113 0 1.74523 0 
5.55591 0 4.94735 0 4.54498 0 
7.51836 0 7.88495 0 7.51926 0 


1.8975 0 2.17972 0 1.73379 0 
5.67819 0 4.96959 0 4.52456 0 
7.41242 0 7.93355 0 7.49768 0 


1.88778 0 2.04441 0 1.72293 0 
5.74245 0 4.99248 0 4.50515 0 
7.35674 0 7.98358 0 7.47718 0 


1.88767 0 1.90815 0 1.71265 0 
5.7432 0 5.01554 0 4.4868 0 
7.35609 0 8.03397 0 7.45779 0 


1.89717 0 1.77387 0 1.70299 0 
5.68037 0 5.03827 0 4.46954 0 
7.41053 0 8.08362 0 7.43956 0 


1.91546 0 1.64449 0 1.69397 0 
5.55933 0 5.06016 0 4.45343 0 
7.5154 0 8.13146 0 7.42253 0 


1.94099 0 1.52281 0 1.6856 0 
5.39043 0 5.08076 0 4.43848 0 
7.66173 0 8.17645 0 7.40674 0 


1.97156 0 1.41146 0 1.6779 0 
5.18814 0 5.0996 0 4.42473 0 
7.83699 0 8.21763 0 7.39221 0 


2.00457 0 1.31285 0 1.67089 0 
4.96975 0 5.11629 0 4.41222 0 
8.02621 0 8.25409 0 7.37899 0 


2.03719 0 1.22913 0 1.66459 0 
4.75395 0 5.13046 0 4.40096 0 
8.21318 0 8.28505 0 7.3671 0 


2.06662 0 1.16209 0 1.659 0 
4.5592 0 5.1418 0 4.39098 0 
8.38191 0 8.30984 0 7.35656 0 


2.09036 0 1.1132 0 1.65415 0 
4.40216 0 5.15008 0 4.38231 0 
8.51797 0 8.32792 0 7.34739 0 


2.10636 0 1.08351 0 1.65003 0 
4.29627 0 5.1551 0 4.37496 0 
8.60972 0 8.33889 0 7.33963 0 


2.11327 0 1.07367 0 1.64666 0 
4.25058 0 5.15677 0 4.36894 0 
8.6493 0 8.34254 0 7.33327 0 


2.11048 0 1.08388 0 1.64405 0 
4.269 0 5.15504 0 4.36428 0 
8.63334 0 8.33876 0 7.32834 0 


2.09825 0 1.11393 0 1.6422 0 
4.34996 0 5.14995 0 4.36097 0 
8.5632 0 8.32765 0 7.32485 0 


2.07761 0 1.16317 0 1.64112 0 
4.48653 0 5.14162 0 4.35904 0 
8.44487 0 8.30944 0 7.32281 0 


2.05033 0 1.23053 0 1.6408 0 
4.66703 0 5.13022 0 4.35847 0 
8.28848 0 8.28453 0 7.32221 0 


2.01874 0 1.31454 0 1.64125 0 
4.87602 0 5.116 0 4.35928 0 
8.10742 0 8.25346 0 7.32306 0 


1.98555 0 1.41341 0 1.64247 0 
5.09561 0 5.09927 0 4.36146 0 
7.91716 0 8.21691 0 7.32536 0 


1.9536 0 1.52497 0 1.64446 0 
5.30702 0 5.08039 0 4.365 0 
7.73399 0 8.17566 0 7.32911 0 


1.92561 0 1.64682 0 1.6472 0 
5.49217 0 5.05977 0 4.3699 0 
7.57358 0 8.1306 0 7.33429 0 


1.90399 0 1.77631 0 1.6507 0 
5.63521 0 5.03786 0 4.37615 0 
7.44965 0 8.08271 0 7.34089 0 


1.89059 0 1.91065 0 1.65495 0 
5.72391 0 5.01512 0 4.38374 0 
7.3728 0 8.03304 0 7.34891 0 


1.88654 0 2.04693 0 1.65994 0 
5.75068 0 4.99206 0 4.39264 0 
7.34961 0 7.98265 0 7.35832 0 


1.8922 0 2.18218 0 1.66565 0 
5.71322 0 4.96917 0 4.40285 0 
7.38206 0 7.93263 0 7.3691 0 


1.90709 0 2.3135 0 1.67208 0 
5.61475 0 4.94695 0 4.41433 0 
7.46738 0 7.88408 0 7.38123 0 


1.92992 0 2.43802 0 1.67921 0 
5.46369 0 4.92587 0 4.42707 0 
7.59826 0 7.83803 0 7.39468 0 


1.95874 0 2.55306 0 1.68702 0 
5.27296 0 4.9064 0 4.44103 0 
7.76351 0 7.79549 0 7.40943 0 


1.9911 0 2.65613 0 1.69551 0 
5.05888 0 4.88896 0 4.45618 0 
7.94899 0 7.75738 0 7.42544 0 


2.02422 0 2.74499 0 1.70465 0 
4.83975 0 4.87392 0 4.4725 0 
8.13884 0 7.72452 0 7.44269 0 


2.05527 0 2.81771 0 1.71442 0 
4.63434 0 4.86162 0 4.48995 0 
8.31681 0 7.69763 0 7.46112 0 


2.08158 0 2.87273 0 1.7248 0 
4.46021 0 4.8523 0 4.50849 0 
8.46767 0 7.67728 0 7.48071 0 


2.10092 0 2.90886 0 1.73577 0 
4.33226 0 4.84619 0 4.52808 0 
8.57853 0 7.66393 0 7.50141 0 


2.11163 0 2.9253 0 1.7473 0 
4.26144 0 4.84341 0 4.54868 0 
8.63989 0 7.65785 0 7.52317 0 


2.11278 0 2.92171 0 1.75938 0 
4.2538 0 4.84402 0 4.57025 0 
8.64651 0 7.65918 0 7.54596 0 


2.10429 0 2.89816 0 1.77197 0 
4.31 0 4.848 0 4.59274 0 
8.59782 0 7.66788 0 7.56972 0 


2.08687 0 2.85516 0 1.78505 0 
4.42522 0 4.85528 0 4.6161 0 
8.49799 0 7.68378 0 7.5944 0 


2.06202 0 2.79364 0 1.79859 0 
4.58962 0 4.86569 0 4.64027 0 
8.35555 0 7.70653 0 7.61994 0 


2.03187 0 2.71494 0 1.81256 0 
4.78913 0 4.87901 0 4.66522 0 
8.1827 0 7.73563 0 7.6463 0 


1.99899 0 2.62076 0 1.82693 0 
5.00668 0 4.89495 0 4.69089 0 
7.99421 0 7.77046 0 7.67342 0 


1.9662 0 2.51314 0 1.84167 0 
5.22366 0 4.91316 0 4.71722 0 
7.80622 0 7.81025 0 7.70123 0 


1.93629 0 2.3944 0 1.85675 0 
5.4215 0 4.93325 0 4.74415 0 
7.63481 0 7.85416 0 7.72969 0 


1.91184 0 2.26713 0 1.87213 0 
5.58328 0 4.95479 0 4.77163 0 
7.49464 0 7.90122 0 7.75872 0 


1.89493 0 2.13407 0 1.88779 0 
5.69517 0 4.97731 0 4.79959 0 
7.39771 0 7.95042 0 7.78827 0 


